id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous,year
2003122,3122 Florence (1981 ET3),4.135756649,9.247833005,48724.63642,7066521.315,Earth,FALSE,14.04,TRUE,1981
2003200,3200 Phaethon (1983 TB),3.503926411,7.835017643,114797.8645,10312034.21,Earth,FALSE,14.4,TRUE,1983
2003288,3288 Seleucus (1982 DV),2.262324906,5.058712276,37261.19691,40375629.13,Earth,FALSE,15.35,FALSE,1982
2003352,3352 McAuliffe (1981 CW),1.724070324,3.855138443,5582.774123,61165589.56,Earth,FALSE,15.94,FALSE,1981
2003360,3360 Syrinx (1981 VA),1.724070324,3.855138443,69230.19165,44176048.07,Earth,FALSE,15.94,FALSE,1981
2003361,3361 Orpheus (1982 HR),0.35200998,0.787118244,29301.83989,5768604.435,Earth,FALSE,19.39,TRUE,1982
2003362,3362 Khufu (1984 QA),0.58150704,1.30028927,57478.09435,22412353.11,Earth,FALSE,18.3,TRUE,1984
2003553,3553 Mera (1985 JA),1.401376972,3.133574171,65437.77555,52473415.84,Earth,FALSE,16.39,FALSE,1985
2003554,3554 Amun (1986 EB),1.822027706,4.074177807,46092.90709,37699511.61,Earth,FALSE,15.82,FALSE,1986
2003671,3671 Dionysus (1984 KD),1.338304618,2.992540101,50621.39708,41949207.48,Earth,FALSE,16.49,TRUE,1984
2003691,3691 Bede (1982 FT),2.901048414,6.48694146,38437.06848,54023876.05,Earth,FALSE,14.81,FALSE,1982
2003752,3752 Camillo (1985 PA),2.390864572,5.346135707,108698.2165,20607941.21,Earth,FALSE,15.23,FALSE,1985
2003753,3753 Cruithne (1986 TO),2.091967709,4.677782004,73253.05915,49029697.57,Earth,FALSE,15.52,FALSE,1986
2003838,3838 Epona (1986 WA),1.899131235,4.246586539,106839.2812,29513309.06,Earth,FALSE,15.73,FALSE,1986
2003908,3908 Nyx (1980 PA),0.904804968,2.023205415,31952.86597,20858235.83,Earth,FALSE,17.34,FALSE,1980
2003988,3988 Huma (1986 LA),0.683211199,1.527706684,28559.17027,27726850.3,Earth,FALSE,17.95,FALSE,1986
2004015,4015 Wilson-Harrington (1979 VA),1.661709017,3.715694322,74739.55508,56724390.08,Earth,FALSE,16.02,TRUE,1979
2004034,4034 Vishnu (1986 PA),0.552783379,1.236061213,44957.98531,21915298,Earth,FALSE,18.41,TRUE,1986
2004055,4055 Magellan (1985 DO2),2.996090839,6.699462782,44338.63282,35818854.81,Earth,FALSE,14.74,FALSE,1985
2004179,4179 Toutatis (1989 AC),2.304384666,5.152760759,39593.86657,1549413.847,Earth,FALSE,15.31,TRUE,1989
2004183,4183 Cuno (1959 LM),3.967847541,8.872376825,51827.19209,18224809.67,Earth,FALSE,14.13,TRUE,1959
2004197,4197 Morpheus (1982 TA),2.745079817,6.138185073,103877.5116,27910634.08,Earth,FALSE,14.93,FALSE,1982
2004257,4257 Ubasti (1987 QA),1.63137941,3.647875257,80532.75259,43714415.2,Earth,FALSE,16.06,FALSE,1987
2004341,4341 Poseidon (1987 KF),1.638909515,3.664713084,72919.57284,55950844.07,Earth,FALSE,16.05,FALSE,1987
2004401,4401 Aditi (1985 TB),1.661709017,3.715694322,59742.92064,50400254.27,Earth,FALSE,16.02,FALSE,1985
2004450,4450 Pan (1987 SY),0.983003302,2.198062205,63407.28158,6106482.354,Earth,FALSE,17.16,TRUE,1987
2004486,4486 Mithra (1987 SB),2.082355991,4.656289548,81489.49168,28267949.13,Earth,FALSE,15.53,TRUE,1987
2004487,4487 Pocahontas (1987 UA),0.844413128,1.888165155,34385.0707,51861138.23,Earth,FALSE,17.49,FALSE,1987
2004544,4544 Xanthus (1989 FB),0.880146521,1.968067451,31846.60882,28988138.59,Earth,FALSE,17.4,FALSE,1989
2004581,4581 Asclepius (1989 FC),0.184737464,0.413085527,45975.85716,10542848.84,Earth,FALSE,20.79,TRUE,1989
2004660,4660 Nereus (1982 DB),0.490405098,1.096579137,19507.85414,4341920.575,Earth,FALSE,18.67,TRUE,1982
2004688,4688 (1980 WF),0.337718597,0.755161741,25692.76738,25448430.02,Earth,FALSE,19.48,FALSE,1980
2004769,4769 Castalia (1989 PB),0.848310762,1.89688053,43400.46818,16980328.31,Earth,FALSE,17.48,TRUE,1989
2004947,4947 Ninkasi (1988 TJ1),0.667659414,1.492931834,31220.62141,42469481.22,Earth,FALSE,18,FALSE,1988
2004953,4953 (1990 MU),2.63363131,5.888978636,84339.11591,15981659.25,Earth,FALSE,15.02,TRUE,1990
2004954,4954 Eric (1990 SQ),8.101304882,18.11506842,32852.59879,42860858.47,Earth,FALSE,12.58,FALSE,1990
2005011,5011 Ptah (6743 P-L),1.420872067,3.17716653,36433.187,29643353.79,Earth,FALSE,16.36,TRUE,6743
2005131,5131 (1990 BG),2.83501249,6.339280645,98432.26391,41821685.2,Earth,FALSE,14.86,FALSE,1990
2005143,5143 Heracles (1991 VL),3.967847541,8.872376825,98579.83979,21993468.02,Earth,FALSE,14.13,FALSE,1991
2005189,5189 (1990 UQ),0.718712133,1.607089186,50304.87449,9129063.725,Earth,FALSE,17.84,TRUE,1990
2005381,5381 Sekhmet (1991 JY),1.272198785,2.844722965,83321.99873,19222358.47,Earth,FALSE,16.6,FALSE,1991
2005496,5496 (1973 NA),1.565146436,3.499773826,126386.8024,36032449.02,Earth,FALSE,16.15,FALSE,1973
2005587,5587 (1990 SB),4.576726672,10.23387195,39643.36305,44577888.56,Earth,FALSE,13.82,FALSE,1990
2005604,5604 (1992 FE),0.934447651,2.089488469,42996.69235,5025975.79,Earth,FALSE,17.27,TRUE,1992
2005620,5620 Jasonwheeler (1990 OA),1.038855101,2.322950625,18843.49088,40282481.21,Earth,FALSE,17.04,FALSE,1990
2005645,5645 (1990 SP),0.95182033,2.12833496,53936.26536,21250925.87,Earth,FALSE,17.23,FALSE,1990
2005646,5646 (1990 TR),2.241583786,5.012333723,16479.01509,66457013.14,Earth,FALSE,15.37,FALSE,1990
2005653,5653 Camarillo (1992 WD5),1.480999721,3.31161605,4118.994917,57967340.93,Earth,FALSE,16.27,FALSE,1992
2005660,5660 (1974 MA),2.130860293,4.764748465,115828.9194,28033970.12,Earth,FALSE,15.48,FALSE,1974
2005693,5693 (1993 EA),1.187284988,2.654849942,73394.42818,10256208.49,Earth,FALSE,16.75,TRUE,1993
2005731,5731 Zeus (1988 VP4),2.101623793,4.699373665,64658.8125,32138512.97,Earth,FALSE,15.51,FALSE,1988
2005786,5786 Talos (1991 RC),0.992098919,2.218400624,94539.05,44238901.48,Earth,FALSE,17.14,FALSE,1991
2005797,5797 Bivoj (1980 AA),0.46190746,1.032856481,33592.79447,28399131.47,Earth,FALSE,18.8,FALSE,1980
2005828,5828 (1991 AM),1.646474378,3.681628631,98504.81385,60993869.47,Earth,FALSE,16.04,FALSE,1991
2005836,5836 (1993 MF),2.658,5.943468684,59702.80547,68220936.06,Earth,FALSE,15,FALSE,1993
2005869,5869 Tanith (1988 VN4),0.96506147,2.157943048,33410.64786,46780567.27,Earth,FALSE,17.2,FALSE,1988
2005879,5879 Almeria (1992 CH1),0.780827278,1.745982871,42386.84399,29733441.97,Earth,FALSE,17.66,FALSE,1992
2006037,6037 (1988 EG),0.466181437,1.042413384,71396.63605,24939429.6,Earth,FALSE,18.78,TRUE,1988
2006047,6047 (1991 TB1),0.718712133,1.607089186,62491.84172,32436118.46,Earth,FALSE,17.84,FALSE,1991
2006053,6053 (1993 BW3),2.783267681,6.223575734,59516.61558,36683873.48,Earth,FALSE,14.9,FALSE,1993
2006063,6063 Jason (1984 KB),1.700415193,3.802243961,87253.40701,11823176.45,Earth,FALSE,15.97,FALSE,1984
2006239,6239 Minos (1989 QF),0.532788665,1.191351672,42003.85,8433665.013,Earth,FALSE,18.49,TRUE,1989
2006455,6455 (1992 HE),4.174024334,9.33340215,71441.25505,54728220.5,Earth,FALSE,14.02,FALSE,1992
2006456,6456 Golombek (1992 OM),1.708263953,3.819794322,16398.31549,50259639.9,Earth,FALSE,15.96,FALSE,1992
2006489,6489 Golevka (1991 JX),0.384197891,0.859092601,44507.44898,13802581.16,Earth,FALSE,19.2,TRUE,1991
2006491,6491 (1991 OA),0.483676488,1.081533507,54072.4233,38538900.35,Earth,FALSE,18.7,TRUE,1991
2006569,6569 Ondaatje (1993 MO),1.220548318,2.729229009,41266.11614,39168389.22,Earth,FALSE,16.69,FALSE,1993
2006611,6611 (1993 VW),1.118291378,2.50057554,47987.46729,12897410.76,Earth,FALSE,16.88,FALSE,1993
2007025,7025 (1993 QA),0.63760979,1.425738833,30633.33052,35765937.22,Earth,FALSE,18.1,FALSE,1993
2007088,7088 Ishtar (1992 AA),1.133848361,2.535362011,17393.87294,45026894.3,Earth,FALSE,16.85,FALSE,1992
2007092,7092 Cadmus (1992 LC),2.63363131,5.888978636,109865.9833,61487529.52,Earth,FALSE,15.02,FALSE,1992
2007236,7236 (1987 PA),0.58150704,1.30028927,39084.92493,60751100.55,Earth,FALSE,18.3,FALSE,1987
2007335,7335 (1989 JA),0.791689667,1.770271912,47216.03984,4024690.663,Earth,FALSE,17.63,TRUE,1989
2007336,7336 Saunders (1989 RS1),0.46190746,1.032856481,19055.51744,28464486.74,Earth,FALSE,18.8,FALSE,1989
2007341,7341 (1991 VK),1.067959975,2.388031102,31361.77482,9570839.699,Earth,FALSE,16.98,TRUE,1991
2007350,7350 (1993 VA),0.956213733,2.138158908,32417.54242,21349845.75,Earth,FALSE,17.22,FALSE,1993
2007480,7480 Norwan (1994 PC),1.02933082,2.301653685,24889.1853,74035215.43,Earth,FALSE,17.06,FALSE,1994
2007482,7482 (1994 PC1),1.283970296,2.871044863,70399.64629,1981474.188,Earth,FALSE,16.58,TRUE,1994
2007753,7753 (1988 XB),0.680072129,1.52068751,41455.57879,9902355.894,Earth,FALSE,17.96,TRUE,1988
2007822,7822 (1991 CS),0.917392059,2.051351006,74560.05421,21754927.08,Earth,FALSE,17.31,TRUE,1991
2007839,7839 (1994 ND),0.732073989,1.636967205,91059.26855,70739092.08,Earth,FALSE,17.8,FALSE,1994
2007888,7888 (1993 UC),2.538370294,5.675968529,78780.412,18846580.22,Earth,FALSE,15.1,FALSE,1993
2007889,7889 (1994 LX),2.446554962,5.470663205,86324.71593,38246911.59,Earth,FALSE,15.18,FALSE,1994
2008013,8013 Gordonmoore (1990 KA),1.010543415,2.259643771,14149.15082,67276453.54,Earth,FALSE,17.1,FALSE,1990
2008014,8014 (1990 MF),0.443154309,0.99092316,27516.95957,8181493.538,Earth,FALSE,18.89,TRUE,1990
2008035,8035 (1992 TB),1.010543415,2.259643771,77352.88539,48784498.37,Earth,FALSE,17.1,FALSE,1992
2008176,8176 (1991 WA),1.038855101,2.322950625,108563.846,38166548.14,Earth,FALSE,17.04,FALSE,1991
2008201,8201 (1994 AH2),1.716148941,3.837425691,91815.73688,46640128.98,Earth,FALSE,15.95,FALSE,1994
2008507,8507 (1991 CB1),0.900647767,2.013909631,65064.96641,47523601.49,Earth,FALSE,17.35,FALSE,1991
2008566,8566 (1996 EN),1.407845434,3.148038092,76334.17679,29053282.4,Earth,FALSE,16.38,TRUE,1996
2008567,8567 (1996 HW1),2.272767323,5.082062231,22982.95401,20207020.66,Earth,FALSE,15.34,FALSE,1996
2009162,9162 Kwiila (1987 OA),0.667659414,1.492931834,69653.81732,15854486.31,Earth,FALSE,18,FALSE,1987
2009202,9202 (1993 PB),1.772372393,3.963145151,114927.3055,58636178.61,Earth,FALSE,15.88,FALSE,1993
2009400,9400 (1994 TW1),2.861244538,6.397937287,84216.39569,52574426.65,Earth,FALSE,14.84,FALSE,1994
2009856,9856 (1991 EE),1.077841687,2.410127282,44217.02184,34382907.31,Earth,FALSE,16.96,TRUE,1991
2009950,9950 ESA (1990 VB),1.52249185,3.404395273,21511.6668,62237039,Earth,FALSE,16.21,FALSE,1990
2010115,10115 (1992 SK),1.019893859,2.280551998,51738.25018,16435872.41,Earth,FALSE,17.08,TRUE,1992
2010145,10145 (1994 CK1),1.063053145,2.377059096,55110.76811,14869695.15,Earth,FALSE,16.99,FALSE,1994
2010165,10165 (1995 BL2),0.876102615,1.959025002,78498.15249,57243598.69,Earth,FALSE,17.41,FALSE,1995
2010302,10302 (1989 ML),0.330031183,0.737972161,5307.475733,31731387.63,Earth,FALSE,19.53,FALSE,1989
2010563,10563 Izhdubar (1993 WD),1.087814834,2.432427915,127702.7129,32296493.88,Earth,FALSE,16.94,FALSE,1993
2010636,10636 (1998 QK56),0.784431412,1.754041962,51966.25972,20368234.62,Earth,FALSE,17.65,FALSE,1998
2011054,11054 (1991 FA),1.019893859,2.280551998,25347.63205,30224863.46,Earth,FALSE,17.08,FALSE,1991
2011066,11066 Sigurd (1992 CC1),2.368944994,5.297122041,79466.57568,20450434.57,Earth,FALSE,15.25,FALSE,1992
2011284,11284 Belenus (1990 BA),0.617383441,1.380511341,7366.394278,36574781.37,Earth,FALSE,18.17,FALSE,1990
2011398,11398 (1998 YP11),1.440638367,3.221365319,34596.04168,30397789.11,Earth,FALSE,16.33,FALSE,1998
2011405,11405 (1999 CV3),2.325706875,5.200438667,49761.07157,23018068.55,Earth,FALSE,15.29,FALSE,1999
2011500,11500 Tomaiyowit (1989 UR),0.576175751,1.288368146,48515.11355,10623939.37,Earth,FALSE,18.32,TRUE,1989
2011885,11885 Summanus (1990 SS),0.52547853,1.175005715,58393.57363,15268302.81,Earth,FALSE,18.52,FALSE,1990
2012538,12538 (1998 OH),1.740022951,3.8908096,67199.20067,27949048.39,Earth,FALSE,15.92,TRUE,1998
2012711,12711 Tukmit (1991 BB),1.669379118,3.732845188,79688.39472,51704639.91,Earth,FALSE,16.01,FALSE,1991
2012923,12923 Zephyr (1999 GK4),1.822027706,4.074177807,52864.17896,32520054.91,Earth,FALSE,15.82,TRUE,1999
2013553,13553 Masaakikoyama (1992 JE),1.350687798,3.020229733,15079.43162,29910660.24,Earth,FALSE,16.47,FALSE,1992
2013651,13651 (1997 BR),0.728710415,1.629446024,36794.71653,29925074.38,Earth,FALSE,17.81,TRUE,1997
2014402,14402 (1991 DB),0.497227313,1.111834072,35594.97357,16904962.03,Earth,FALSE,18.64,FALSE,1991
2015745,15745 Yuliya (1991 PM5),0.913177026,2.041925905,26088.13694,45657097.71,Earth,FALSE,17.32,FALSE,1991
2015817,15817 Lucianotesi (1994 QC),0.555334912,1.241766613,29132.21539,53532646.19,Earth,FALSE,18.4,FALSE,1994
2016636,16636 (1993 QP),0.485909038,1.086525639,15687.20135,35661492.9,Earth,FALSE,18.69,FALSE,1993
2016816,16816 (1997 UF9),1.550797087,3.467687706,67927.27809,57108355.91,Earth,FALSE,16.17,FALSE,1997
2016834,16834 (1997 WU22),1.961349444,4.385710684,64789.63092,37205391.6,Earth,FALSE,15.66,FALSE,1997
2016960,16960 (1998 QS52),3.439972547,7.692012455,103209.943,38473555.28,Earth,FALSE,14.44,TRUE,1998
2017181,17181 (1999 UM3),1.272198785,2.844722965,86942.39322,40403765.57,Earth,FALSE,16.6,FALSE,1999
2017182,17182 (1999 VU),1.001278698,2.238927233,69283.05391,24978799.9,Earth,FALSE,17.12,FALSE,1999
2017188,17188 (1999 WC2),1.407845434,3.148038092,73350.61507,15071956.59,Earth,FALSE,16.38,FALSE,1999
2017274,17274 (2000 LC16),1.123453177,2.512117673,19420.02617,29070550.5,Earth,FALSE,16.87,FALSE,2000
2017511,17511 (1992 QN),0.917392059,2.051351006,55455.53837,30760190.63,Earth,FALSE,17.31,FALSE,1992
2018109,18109 (2000 NG11),0.96506147,2.157943048,7945.997639,30715713.61,Earth,FALSE,17.2,FALSE,2000
2018172,18172 (2000 QL7),2.007035141,4.487867009,31534.39043,54963235.37,Earth,FALSE,15.61,FALSE,2000
2018736,18736 (1998 NU),1.724070324,3.855138443,13142.85093,40589697.2,Earth,FALSE,15.94,FALSE,1998
2018882,18882 (1999 YN4),1.638909515,3.664713084,65649.50924,72741683.28,Earth,FALSE,16.05,FALSE,1999
2019356,19356 (1997 GH3),1.181829909,2.642652014,29134.61031,21794141.16,Earth,FALSE,16.76,FALSE,1997
2019764,19764 (2000 NF5),1.586919792,3.548460529,5252.527722,68760195.71,Earth,FALSE,16.12,FALSE,2000
2020086,20086 (1994 LW),1.214940408,2.716689341,40322.58899,66267563.41,Earth,FALSE,16.7,FALSE,1994
2020255,20255 (1998 FX2),0.584191154,1.306291133,56063.80035,57744559.12,Earth,FALSE,18.29,FALSE,1998
2020425,20425 (1998 VD35),0.22108281,0.494356193,40625.28895,14891803.16,Earth,FALSE,20.4,TRUE,1998
2020429,20429 (1998 YN1),0.749126183,1.675097069,33945.14071,22195549.51,Earth,FALSE,17.75,FALSE,1998
2020460,20460 Robwhiteley (1999 LO28),2.304384666,5.152760759,85008.91988,73700478.37,Earth,FALSE,15.31,FALSE,1999
2020790,20790 (2000 SE45),1.407845434,3.148038092,20431.90061,40374852.1,Earth,FALSE,16.38,FALSE,2000
2020826,20826 (2000 UV13),4.53476699,10.14004725,79031.68759,50411683.29,Earth,FALSE,13.84,FALSE,2000
2021088,21088 Chelyabinsk (1992 BL2),3.65220357,8.166575449,69015.09801,62966838.67,Earth,FALSE,14.31,FALSE,1992
2021374,21374 (1997 WS22),0.86011194,1.923268766,45135.64126,18091929.72,Earth,FALSE,17.45,FALSE,1997
2022099,22099 (2000 EX106),0.67383719,1.506745763,26677.39313,26516665.7,Earth,FALSE,17.98,FALSE,2000
2022753,22753 (1998 WT),0.770113926,1.722027088,59021.42142,11882307.52,Earth,FALSE,17.69,TRUE,1998
2022771,22771 (1999 CU3),1.082816778,2.421251924,54988.92223,9746742.529,Earth,FALSE,16.95,FALSE,1999
2023183,23183 (2000 OY21),1.638909515,3.664713084,84211.503,42004569.71,Earth,FALSE,16.05,FALSE,2000
2023187,23187 (2000 PN9),1.669379118,3.732845188,112710.9252,3043004.188,Earth,FALSE,16.01,TRUE,2000
2023548,23548 (1994 EF2),1.015207872,2.270073813,42909.7474,69545452.37,Earth,FALSE,17.09,FALSE,1994
2023606,23606 (1996 AS1),0.589596608,1.318378096,47600.24149,54359233.85,Earth,FALSE,18.27,FALSE,1996
2024443,24443 (2000 OG),1.38852907,3.10484539,96258.67896,65171803.28,Earth,FALSE,16.41,FALSE,2000
2024445,24445 (2000 PM8),3.065878759,6.855513317,76362.92223,47237896.89,Earth,FALSE,14.69,FALSE,2000
2024475,24475 (2000 VN2),1.460679643,3.266178975,30279.94203,30086131.62,Earth,FALSE,16.3,FALSE,2000
2024761,24761 Ahau (1993 BW2),0.930154254,2.079888141,42799.29844,27224693.15,Earth,FALSE,17.28,FALSE,1993
2025143,25143 Itokawa (1998 SF36),0.421264611,0.941976306,22027.77344,1929343.504,Earth,FALSE,19,TRUE,1998
2025330,25330 (1999 KV4),1.170994827,2.618424035,40662.99221,27146852.52,Earth,FALSE,16.78,FALSE,1999
2025916,25916 (2001 CP44),4.704949611,10.52058716,31261.97466,50419139.76,Earth,FALSE,13.76,FALSE,2001
2026310,26310 (1998 TX6),0.419329076,0.937648318,38982.42792,46716827.94,Earth,FALSE,19.01,FALSE,1998
2026379,26379 (1999 HZ1),0.667659414,1.492931834,46439.00436,27161542.8,Earth,FALSE,18,FALSE,1999
2026663,26663 (2000 XK47),0.589596608,1.318378096,54040.42642,8995868.484,Earth,FALSE,18.27,TRUE,2000
2026760,26760 (2001 KP41),2.28325794,5.105519964,23636.52053,42269311.04,Earth,FALSE,15.33,FALSE,2001
2026817,26817 (1987 QB),0.417402433,0.933340215,31941.13079,27073974.88,Earth,FALSE,19.02,FALSE,1987
2027002,27002 (1998 DV9),0.600558028,1.342888574,31156.82517,11626075.52,Earth,FALSE,18.23,TRUE,1998
2027346,27346 (2000 DN8),1.813656249,4.055458661,72551.33953,68350433.45,Earth,FALSE,15.83,FALSE,2000
2029075,29075 (1950 DA),0.930154254,2.079888141,53035.51046,7789954.773,Earth,FALSE,17.28,TRUE,1950
2030825,30825 (1990 TG1),3.051792326,6.824015094,52269.55483,19530219.73,Earth,FALSE,14.7,FALSE,1990
2030997,30997 (1995 UO5),1.034081995,2.312277636,94951.35924,71134805.12,Earth,FALSE,17.05,FALSE,1995
2031221,31221 (1998 BP26),0.960627415,2.148028201,37734.7836,44403136.02,Earth,FALSE,17.21,FALSE,1998
2031345,31345 (1998 PG),0.799015081,1.786652037,12701.48215,53856226.05,Earth,FALSE,17.61,FALSE,1998
2031662,31662 (1999 HP11),0.35200998,0.787118244,68478.06355,19293421.29,Earth,FALSE,19.39,FALSE,1999
2031669,31669 (1999 JT6),1.780553292,3.981438198,49188.81003,28520726.1,Earth,FALSE,15.87,TRUE,1999
2032906,32906 (1994 RH),1.740022951,3.8908096,27312.52087,72790891.06,Earth,FALSE,15.92,FALSE,1994
2033342,33342 (1998 WT24),0.661538275,1.479244553,31969.34567,1867809.831,Earth,FALSE,18.02,TRUE,1998
2035107,35107 (1991 VH),1.181829909,2.642652014,28214.99713,6846725.377,Earth,FALSE,16.76,TRUE,1991
2035396,35396 (1997 XF11),1.038855101,2.322950625,57434.79422,9516558.516,Earth,FALSE,17.04,TRUE,1997
2035432,35432 (1998 BG9),0.35200998,0.787118244,32042.12933,34457732.93,Earth,FALSE,19.39,FALSE,1998
2035670,35670 (1998 SU27),0.366906138,0.820427065,57263.52796,21111025.45,Earth,FALSE,19.3,FALSE,1998
2036017,36017 (1999 ND43),0.389542616,0.87104377,21773.07784,22826932.12,Earth,FALSE,19.17,FALSE,1999
2036236,36236 (1999 VV),1.764229081,3.944936153,127641.4111,36612083.32,Earth,FALSE,15.89,FALSE,1999
2036284,36284 (2000 DM8),2.621530873,5.861921237,109370.5976,51302372.21,Earth,FALSE,15.03,FALSE,2000
2037638,37638 (1993 VB),0.366906138,0.820427065,77310.24315,60223974.88,Earth,FALSE,19.3,TRUE,1993
2037655,37655 Illapa (1994 PM),0.728710415,1.629446024,95025.12532,3745564.479,Earth,FALSE,17.81,TRUE,1994
2038071,38071 (1999 GU3),0.337718597,0.755161741,34901.98524,12161896.23,Earth,FALSE,19.48,TRUE,1999
2038086,38086 Beowulf (1999 JB),0.904804968,2.023205415,71438.521,57606760.1,Earth,FALSE,17.34,FALSE,1999
2038091,38091 (1999 JT3),1.557955241,3.483693825,12279.22614,64727024,Earth,FALSE,16.16,FALSE,1999
2038239,38239 (1999 OR3),0.608912622,1.361570015,55860.46348,13806561.34,Earth,FALSE,18.2,FALSE,1999
2039565,39565 (1992 SL),0.547715431,1.224728936,29494.62589,26900232.69,Earth,FALSE,18.43,FALSE,1992
2039572,39572 (1993 DQ1),1.295850727,2.897610314,49756.56064,32956410.07,Earth,FALSE,16.56,TRUE,1993
2040263,40263 (1999 FQ5),0.763053479,1.706239449,48040.0771,43975415.71,Earth,FALSE,17.71,FALSE,1999
2040267,40267 (1999 GJ4),2.034955781,4.550299458,122479.7202,28336216.31,Earth,FALSE,15.58,FALSE,1999
2040329,40329 (1999 ML),0.732073989,1.636967205,11709.89614,39492866.09,Earth,FALSE,17.8,FALSE,1999
2041429,41429 (2000 GE2),0.196134944,0.438571068,49418.13794,12624266.09,Earth,FALSE,20.66,TRUE,2000
2041440,41440 (2000 HZ23),0.291443905,0.651688382,27955.08724,35426766.97,Earth,FALSE,19.8,FALSE,2000
2042286,42286 (2001 TN41),1.226182113,2.741826558,55803.44082,25373409.94,Earth,FALSE,16.68,FALSE,2001
2052340,52340 (1992 SY),0.732073989,1.636967205,28564.54336,15744878.94,Earth,FALSE,17.8,FALSE,1992
2052381,52381 (1993 HA),0.257368254,0.575492912,7962.633017,26257073.72,Earth,FALSE,20.07,FALSE,1993
2052387,52387 Huitzilopochtli (1993 OM7),0.766575574,1.714115092,48397.63818,13363036.39,Earth,FALSE,17.7,FALSE,1993
2052689,52689 (1998 FF2),0.464039528,1.037623929,34055.70633,44019285.28,Earth,FALSE,18.79,FALSE,1998
2052750,52750 (1998 KK17),1.289896833,2.884297004,42725.95277,31059687.25,Earth,FALSE,16.57,FALSE,1998
2052760,52760 (1998 ML14),0.836671502,1.870854353,37283.48991,8416091.407,Earth,FALSE,17.51,TRUE,1998
2052762,52762 (1998 MT24),2.887719308,6.457136672,96052.46783,31012454.78,Earth,FALSE,14.82,FALSE,1998
