id,name,est_diameter_min,est_diameter_max,orbiting_body,sentry_object,absolute_magnitude,hazardous
3684344,(2014 QK362),0.127219879,0.284472297,Earth,False,21.6,False
3743119,(2016 CW137),0.334622375,0.748238376,Earth,False,19.5,True
3795036,(2017 YW3),0.013321557,0.029787906,Earth,False,26.5,False
3797488,(2018 AX3),0.058150704,0.130028927,Earth,False,23.3,False
3893740,(2019 WK5),0.192555078,0.430566244,Earth,False,20.7,False
54239541,(2022 BA),0.141434375,0.316256878,Earth,False,21.37,True
2020790,20790 (2000 SE45),1.407845434,3.148038092,Earth,False,16.38,False
2537829,537829 (2015 XY378),0.309424699,0.69189466,Earth,False,19.67,False
3068066,(2001 BA16),0.016770846,0.037500752,Earth,False,26.0,False
3092288,(2001 BN61),0.02658,0.059434687,Earth,False,25.0,False
3725977,(2015 PC228),0.334622375,0.748238376,Earth,False,19.5,False
3746629,(2016 EN156),0.00732074,0.016369672,Earth,False,27.8,False
3801934,(2018 EJ4),0.141434375,0.316256878,Earth,False,21.37,True
3802037,(2018 FA3),0.073207399,0.163696721,Earth,False,22.8,False
3841713,(2019 JM1),0.042126461,0.094197631,Earth,False,24.0,False
3985571,(2020 AV2),1.550797087,3.467687706,Earth,False,16.17,False
3986701,(2020 BE),0.110803882,0.247765013,Earth,False,21.9,False
2594913,594913 'Aylo'chaxnim (2020 AV2),1.52249185,3.404395273,Earth,False,16.21,False
2526742,526742 (2006 WR127),0.231502122,0.517654482,Earth,False,20.3,False
3554439,(2010 YO),0.031956189,0.07145621,Earth,False,24.6,False
3588787,(2011 WK15),0.305179233,0.682401509,Earth,False,19.7,False
3789119,(2017 VA2),0.058150704,0.130028927,Earth,False,23.3,False
54209481,(2021 TC15),0.089650967,0.200465656,Earth,False,22.36,False
54244780,(2022 CC1),0.010012787,0.022389272,Earth,False,27.12,False
3157021,(2003 ME1),0.050647146,0.113250461,Earth,False,23.6,False
3516632,(2010 GR75),0.319561887,0.714562102,Earth,False,19.6,False
3740496,(2016 AG193),0.052547853,0.117500572,Earth,False,23.52,False
3751530,(2016 GF216),0.027832677,0.062235757,Earth,False,24.9,False
3781006,(2017 QY16),0.305179233,0.682401509,Earth,False,19.7,False
3830496,(2018 RP8),0.295498293,0.660754271,Earth,False,19.77,False
54054459,(2020 RS9),0.04411182,0.098637028,Earth,False,23.9,False
2469929,469929 (2006 AK8),0.167708462,0.375007522,Earth,False,21.0,False
3313180,(2006 BC),0.375452479,0.839537266,Earth,False,19.25,False
3506746,(2010 CA),0.036690614,0.082042707,Earth,False,24.3,False
3837827,(2019 AO10),0.192555078,0.430566244,Earth,False,20.7,False
3989673,(2020 CN1),0.076657557,0.171411509,Earth,False,22.7,False
54130498,(2021 EY1),0.012261821,0.027418266,Earth,False,26.68,False
54245562,(2022 CW1),0.009830033,0.021980622,Earth,False,27.16,False
2267223,267223 (2001 DQ8),0.63760979,1.425738833,Earth,False,18.1,False
2368184,368184 (2000 RN77),0.334622375,0.748238376,Earth,False,19.5,False
3092286,(2001 BB40),0.031956189,0.07145621,Earth,False,24.6,False
3072405,(2001 BO60),0.366906138,0.820427065,Earth,False,19.3,False
3154493,(2003 JV14),0.133215567,0.297879063,Earth,False,21.5,False
3748182,(2016 FJ3),0.084441313,0.188816516,Earth,False,22.49,False
54016640,(2020 HV2),0.40230458,0.899580388,Earth,False,19.1,False
54101721,(2020 YK3),0.009830033,0.021980622,Earth,False,27.16,False
3177193,(2004 EL20),0.012149404,0.027166893,Earth,False,26.7,False
3797674,(2018 AB12),0.035039264,0.078350176,Earth,False,24.4,False
3825556,(2018 NS),0.096506147,0.215794305,Earth,False,22.2,False
54153123,(2021 LH),0.030377706,0.067926616,Earth,False,24.71,False
2509352,509352 (2007 AG),0.253837029,0.567596853,Earth,False,20.1,True
3005969,(1994 WR12),0.087610262,0.1959025,Earth,False,22.41,False
3545238,(2010 QN1),0.22108281,0.494356193,Earth,False,20.4,False
54269715,(2022 GE3),0.064946384,0.14522453,Earth,False,23.06,False
2152742,152742 (1998 XE12),0.400456158,0.895447192,Earth,False,19.11,False
2313538,313538 (2002 YB12),0.555334912,1.241766613,Earth,False,18.4,False
2385186,385186 (1994 AW1),0.780827278,1.745982871,Earth,False,17.66,True
3092287,(2001 BM61),0.168017677,0.375698948,Earth,False,20.996,False
3555411,(2011 BA),0.258556212,0.578149266,Earth,False,20.06,False
3656923,(2014 BP8),0.009216266,0.020608196,Earth,False,27.3,False
3553666,(2010 XX58),0.530340723,1.185877909,Earth,False,18.5,False
3645193,(2013 OY3),0.029144391,0.065168838,Earth,False,24.8,False
3660059,(2014 BP43),0.013321557,0.029787906,Earth,False,26.5,False
3797858,(2018 BH3),0.022108281,0.049435619,Earth,False,25.4,False
54088813,(2020 WM),0.02658,0.059434687,Earth,False,25.0,False
54235681,(2022 AM3),0.012898968,0.02884297,Earth,False,26.57,False
2217013,217013 (2001 AA50),0.483676488,1.081533507,Earth,False,18.7,False
2325395,325395 (2009 CQ5),0.836671502,1.870854353,Earth,False,17.51,True
2497135,497135 (2004 QD20),0.634680239,1.419188158,Earth,False,18.11,False
2523804,523804 (2000 YF29),0.239086457,0.534613571,Earth,False,20.23,True
3584577,(2011 UY255),0.066765941,0.149293183,Earth,False,23.0,False
3754434,(2016 NM15),0.008405334,0.018794898,Earth,False,27.5,False
3797491,(2018 AD4),0.069912523,0.156329154,Earth,False,22.9,False
3837641,(2019 AU3),0.060891262,0.136157002,Earth,False,23.2,False
3989194,(2020 BP8),0.021113245,0.04721065,Earth,False,25.5,False
2530938,530938 (2011 XE),0.365220357,0.816657545,Earth,False,19.31,False
3743122,(2016 CY137),0.013321557,0.029787906,Earth,False,26.5,False
54054332,(2020 RA7),0.010581689,0.023661375,Earth,False,27.0,False
2348306,348306 (2005 AY28),0.13018321,0.291098508,Earth,False,21.55,True
2427778,427778 (2005 BE),0.251509838,0.562393094,Earth,False,20.12,False
2495323,495323 (2014 JG78),0.305179233,0.682401509,Earth,False,19.7,False
3557791,(2011 BY59),0.08405334,0.187948982,Earth,False,22.5,False
3656928,(2014 BH25),0.127219879,0.284472297,Earth,False,21.6,False
3662252,(2014 DH6),0.018388867,0.041118757,Earth,False,25.8,False
3670630,(2014 JU15),0.029144391,0.065168838,Earth,False,24.8,False
3989652,(2020 CH1),0.021113245,0.04721065,Earth,False,25.5,False
54106576,(2021 BN2),0.025383703,0.056759685,Earth,False,25.1,False
2005131,5131 (1990 BG),2.83501249,6.339280645,Earth,False,14.86,False
2228502,228502 (2001 TE2),0.235806068,0.527278398,Earth,False,20.26,False
2418198,418198 (2008 CN70),0.431077124,0.963917753,Earth,False,18.95,False
3064315,(1998 XN17),0.073207399,0.163696721,Earth,False,22.8,False
3092285,(2001 BE16),0.279611466,0.625230245,Earth,False,19.89,False
3076609,(2001 DS8),0.080270317,0.179489885,Earth,False,22.6,False
3102758,(2002 AK14),0.133215567,0.297879063,Earth,False,21.5,False
3256321,(2004 TD10),0.101054342,0.225964377,Earth,False,22.1,False
3724221,(2015 ME131),0.334622375,0.748238376,Earth,False,19.5,True
54054410,(2020 RX8),0.319414757,0.71423311,Earth,False,19.601,True
54254975,(2022 EL5),0.010059004,0.022492617,Earth,False,27.11,False
3076813,(2001 BF10),0.080270317,0.179489885,Earth,False,22.6,False
3555888,(2011 BC40),0.231502122,0.517654482,Earth,False,20.3,False
3825627,(2018 NT3),0.060891262,0.136157002,Earth,False,23.2,False
54244183,(2022 BX6),0.017805533,0.039814382,Earth,False,25.87,False
2153267,153267 (2001 CB32),0.715409951,1.599705282,Earth,False,17.85,False
2416151,416151 (2002 RQ25),0.197040262,0.44059542,Earth,False,20.65,False
3092284,(2001 BX15),0.127219879,0.284472297,Earth,False,21.6,False
3072969,(2001 BC16),0.04411182,0.098637028,Earth,False,23.9,False
3070801,(2001 CQ36),0.08405334,0.187948982,Earth,False,22.5,False
3566360,(2011 KB),0.025383703,0.056759685,Earth,False,25.1,False
3704262,(2015 BP4),0.055533491,0.124176661,Earth,False,23.4,False
3758926,(2016 RT1),0.110803882,0.247765013,Earth,False,21.9,True
3795027,(2017 YO3),0.006089126,0.0136157,Earth,False,28.2,False
3799273,(2018 CB2),0.02658,0.059434687,Earth,False,25.0,False
54017077,(2020 KL),0.029144391,0.065168838,Earth,False,24.8,False
2152941,152941 (2000 FM10),0.791689667,1.770271912,Earth,False,17.63,False
3383904,(2007 RF2),0.192555078,0.430566244,Earth,False,20.7,True
3557543,(2011 CD66),0.011080388,0.024776501,Earth,False,26.9,False
3626614,(2013 CV83),0.04411182,0.098637028,Earth,False,23.9,False
3689268,(2014 SM1),0.020162992,0.045085821,Earth,False,25.6,False
3840753,(2019 FY2),0.008801465,0.019680675,Earth,False,27.4,False
54100190,(2020 XA5),0.037201031,0.083184034,Earth,False,24.27,False
54244187,(2022 CD),0.015942447,0.035648395,Earth,False,26.11,False
3256739,(2004 TK14),0.253837029,0.567596853,Earth,False,20.1,False
3457435,(2009 HS2),0.107784169,0.241012728,Earth,False,21.96,False
3457846,(2009 HG21),0.02658,0.059434687,Earth,False,25.0,False
3576469,(2011 QS2),0.192555078,0.430566244,Earth,False,20.7,False
3599929,(2012 DT32),0.146067964,0.326617897,Earth,False,21.3,False
3727341,(2015 RQ82),0.096506147,0.215794305,Earth,False,22.2,False
3769886,(2017 DA36),0.025383703,0.056759685,Earth,False,25.1,False
3790060,(2017 WP28),0.183888672,0.411187571,Earth,False,20.8,False
3799713,(2018 DU),0.00581507,0.013002893,Earth,False,28.3,False
3837955,(2019 BA1),0.096951599,0.216790366,Earth,False,22.19,False
54048828,(2020 NK1),0.429096504,0.959488953,Earth,False,18.96,True
2585734,585734 (2019 BA1),0.096506147,0.215794305,Earth,False,22.2,False
54215193,(2021 VB),0.018136563,0.040554587,Earth,False,25.83,False
2141432,141432 (2002 CQ11),0.2658,0.594346868,Earth,False,20.0,True
3402249,(2008 CK70),0.027832677,0.062235757,Earth,False,24.9,False
3702706,(2014 YS),0.033462237,0.074823838,Earth,False,24.5,False
3740101,(2016 AB166),0.035039264,0.078350176,Earth,False,24.4,False
3752430,(2016 HD3),0.006676594,0.014929318,Earth,False,28.0,False
3568329,(2011 MW1),0.092162655,0.206081961,Earth,False,22.3,False
3596682,(2012 BL77),0.058150704,0.130028927,Earth,False,23.3,False
3662632,(2014 DD23),0.121494041,0.271668934,Earth,False,21.7,False
3683393,(2014 QN266),0.014606796,0.03266179,Earth,False,26.3,False
3704769,(2015 BG92),0.025383703,0.056759685,Earth,False,25.1,False
3709250,(2015 BY512),0.139493823,0.311917671,Earth,False,21.4,False
3722211,(2015 MN66),0.253837029,0.567596853,Earth,False,20.1,False
3767164,(2017 BO30),0.04411182,0.098637028,Earth,False,23.9,False
3769817,(2017 DU34),0.011602591,0.025944182,Earth,False,26.8,False
3989280,(2020 BQ12),0.033462237,0.074823838,Earth,False,24.5,False
54187638,(2021 QR),0.11982708,0.267941497,Earth,False,21.73,False
3070723,(2001 BY15),0.40230458,0.899580388,Earth,False,19.1,False
3297629,(2005 VL1),0.013631856,0.030481756,Earth,False,26.45,False
3599866,(2012 DK31),0.110803882,0.247765013,Earth,False,21.9,True
3742342,(2016 CL136),0.139493823,0.311917671,Earth,False,21.4,True
3759664,(2016 SA),0.192555078,0.430566244,Earth,False,20.7,False
3765021,(2016 XJ),0.008801465,0.019680675,Earth,False,27.4,False
3838858,(2019 DL1),0.012721988,0.02844723,Earth,False,26.6,False
54054466,(2020 SG1),0.282198679,0.63101543,Earth,False,19.87,False
2163693,163693 Atira (2003 CP20),1.420872067,3.17716653,Earth,False,16.36,False
3076610,(2001 DT8),0.334622375,0.748238376,Earth,False,19.5,False
3646648,(2013 QN10),0.096506147,0.215794305,Earth,False,22.2,False
3798985,(2018 BT6),0.146067964,0.326617897,Earth,False,21.3,True
3840690,(2019 FR),0.042126461,0.094197631,Earth,False,24.0,False
54203701,(2021 TQ3),0.010105434,0.022596438,Earth,False,27.1,False
2162723,162723 (2000 VM2),0.780827278,1.745982871,Earth,False,17.66,False
3532401,(2010 MS1),0.116025908,0.259441818,Earth,False,21.8,False
3709716,(2015 CM),0.016016034,0.03581294,Earth,False,26.1,False
54239534,(2021 WC8),0.290104841,0.648694146,Earth,False,19.81,True
3508124,(2010 CP19),0.017561232,0.039268108,Earth,False,25.9,False
3744322,(2016 CX247),0.080270317,0.179489885,Earth,False,22.6,False
3767609,(2017 BM92),0.046190746,0.103285648,Earth,False,23.8,False
3768613,(2017 BN123),0.080270317,0.179489885,Earth,False,22.6,False
3838020,(2019 BT2),0.211132445,0.472106499,Earth,False,20.5,True
54017580,(2020 MS1),0.058150704,0.130028927,Earth,False,23.3,False
54239779,(2022 BQ),0.017004152,0.03802244,Earth,False,25.97,False
2022099,22099 (2000 EX106),0.67383719,1.506745763,Earth,False,17.98,False
2162483,162483 (2000 PJ5),0.913177026,2.041925905,Earth,False,17.32,False
2380188,380188 (2000 WC67),0.506471459,1.132504611,Earth,False,18.6,False
3512347,(2010 FC6),0.239086457,0.534613571,Earth,False,20.23,False
3780641,(2017 OR68),0.110803882,0.247765013,Earth,False,21.9,False
3872638,(2019 SK8),0.016016034,0.03581294,Earth,False,26.1,False
2455176,455176 (1999 VF22),0.189913124,0.424658654,Earth,False,20.73,True
2471487,471487 (2011 VS5),0.319561887,0.714562102,Earth,False,19.6,False
3170245,(2003 YS70),0.004023046,0.008995804,Earth,False,29.1,False
3630815,(2013 ES11),0.048367649,0.108153351,Earth,False,23.7,False
3796292,(2017 YS8),0.305179233,0.682401509,Earth,False,19.7,True
54247854,(2016 FL60),0.0437074,0.097732718,Earth,False,23.92,False
2474238,474238 (2001 RU17),0.133215567,0.297879063,Earth,False,21.5,False
2483432,483432 (2001 DF47),0.24019003,0.537081235,Earth,False,20.22,True
3370168,(2007 EG),0.031956189,0.07145621,Earth,False,24.6,False
3557825,(2011 DO),0.073207399,0.163696721,Earth,False,22.8,False
3644684,(2013 NJ),0.105816886,0.23661375,Earth,False,22.0,False
3645001,(2013 NT11),0.319561887,0.714562102,Earth,False,19.6,False
3698842,(2014 WQ202),0.046190746,0.103285648,Earth,False,23.8,False
3989092,(2020 BK5),0.069912523,0.156329154,Earth,False,22.9,False
2399308,399308 (1993 GD),0.199781365,0.446724713,Earth,False,20.62,False
3076622,(2001 DG47),0.066765941,0.149293183,Earth,False,23.0,False
3578917,(2011 SB25),0.177237239,0.396314515,Earth,False,20.88,False
3673976,(2014 MZ17),0.040230458,0.089958039,Earth,False,24.1,False
3787090,(2017 UK1),0.010105434,0.022596438,Earth,False,27.1,False
3797750,(2018 BP1),0.031956189,0.07145621,Earth,False,24.6,False
3989074,(2020 BJ4),0.11131533,0.248908644,Earth,False,21.89,True
54054624,(2020 SN4),0.012721988,0.02844723,Earth,False,26.6,False
2481025,481025 (2004 VA1),0.211132445,0.472106499,Earth,False,20.5,False
2481918,481918 (2009 BE77),0.600558028,1.342888574,Earth,False,18.23,False
3092069,(2001 QJ142),0.048367649,0.108153351,Earth,False,23.7,False
3297635,(2005 VA2),0.157237082,0.351592805,Earth,False,21.14,False
3557826,(2011 DP),0.088014652,0.196806745,Earth,False,22.4,False
3710019,(2015 CO3),0.138214936,0.309057992,Earth,False,21.42,False
3758255,(2016 QH44),0.088014652,0.196806745,Earth,False,22.4,False
3838078,(2019 BE5),0.025383703,0.056759685,Earth,False,25.1,False
54017652,(2020 MK3),0.018388867,0.041118757,Earth,False,25.8,False
3092289,(2001 CA21),0.467256097,1.044816395,Earth,False,18.775,True
3368185,(2007 CB27),0.058150704,0.130028927,Earth,False,23.3,False
3532366,(2010 MJ1),0.050647146,0.113250461,Earth,False,23.6,False
3773657,(2017 FO128),0.08405334,0.187948982,Earth,False,22.5,False
3799300,(2018 CV2),0.021113245,0.04721065,Earth,False,25.5,False
3825435,(2018 MK5),0.127219879,0.284472297,Earth,False,21.6,False
3986832,(2020 BT2),0.04904051,0.109657914,Earth,False,23.67,False
54128963,(2021 EB),0.031517733,0.070475794,Earth,False,24.63,False
54185582,(2021 PS16),0.06259721,0.139971617,Earth,False,23.14,False
3283950,(2005 NJ63),0.167708462,0.375007522,Earth,False,21.0,False
3545552,(2010 RF12),0.005553349,0.012417666,Earth,False,28.4,False
3574593,(2011 ON24),0.066765941,0.149293183,Earth,False,23.0,False
3596685,(2012 BO77),0.096506147,0.215794305,Earth,False,22.2,False
3626029,(2013 CW32),0.101989386,0.2280552,Earth,False,22.08,False
3724393,(2015 OD22),0.160160338,0.358129403,Earth,False,21.1,False
3734190,(2015 VP66),0.092162655,0.206081961,Earth,False,22.3,False
2019356,19356 (1997 GH3),1.181829909,2.642652014,Earth,False,16.76,False
2162781,162781 (2000 XL44),0.735453089,1.644523102,Earth,False,17.79,False
2164342,164342 (2005 CP),0.183888672,0.411187571,Earth,False,20.8,False
2503966,503966 (2004 RX109),0.63760979,1.425738833,Earth,False,18.1,False
3069008,(2000 YG4),0.183888672,0.411187571,Earth,False,20.8,False
3743123,(2016 CA138),0.058419115,0.130629113,Earth,False,23.29,False
3792456,(2017 XF62),0.050647146,0.113250461,Earth,False,23.6,False
3991614,(2020 BC16),0.025383703,0.056759685,Earth,False,25.1,False
54123272,(2021 DC1),0.015016025,0.033576852,Earth,False,26.24,False
2467352,467352 (2003 KZ18),0.146067964,0.326617897,Earth,False,21.3,False
2474223,474223 (2001 CC32),0.40230458,0.899580388,Earth,False,19.1,False
2482796,482796 (2013 QJ10),0.334622375,0.748238376,Earth,False,19.5,True
3057547,(2000 WO148),0.208235599,0.465628955,Earth,False,20.53,False
3325502,(2006 EC),0.012721988,0.02844723,Earth,False,26.6,False
3371143,(2007 EO88),0.013949382,0.031191767,Earth,False,26.4,False
3604307,(2012 KC6),0.127219879,0.284472297,Earth,False,21.6,True
3648862,(2013 TQ5),0.291443905,0.651688382,Earth,False,19.8,False
3799638,(2018 CX13),0.366906138,0.820427065,Earth,False,19.3,False
3838929,(2019 EW1),0.010105434,0.022596438,Earth,False,27.1,False
54147685,(2021 KF2),0.068953287,0.154184238,Earth,False,22.93,False
2612202,612202 (2000 WO148),0.208235599,0.465628955,Earth,False,20.53,False
3561031,(2011 GF3),0.088014652,0.196806745,Earth,False,22.4,False
3585467,(2011 UC292),0.070235225,0.157050737,Earth,False,22.89,False
3712421,(2015 DW180),0.135692229,0.303417048,Earth,False,21.46,False
3831618,(2018 TR3),0.00732074,0.016369672,Earth,False,27.8,False
2311554,311554 (2006 BQ147),0.477040198,1.066694311,Earth,False,18.73,False
3262691,(2004 WH1),0.042126461,0.094197631,Earth,False,24.0,False
3267564,(2005 CN61),0.023150212,0.051765448,Earth,False,25.3,False
3273523,(2005 EO30),0.066765941,0.149293183,Earth,False,23.0,False
3444370,(2009 BH2),0.08405334,0.187948982,Earth,False,22.5,False
3750669,(2016 GC135),0.053278867,0.119135167,Earth,False,23.49,False
3872623,(2019 SK7),0.069912523,0.156329154,Earth,False,22.9,False
2380205,380205 (2001 CA32),0.366906138,0.820427065,Earth,False,19.3,False
3672731,(2014 KO62),0.015295194,0.034201093,Earth,False,26.2,False
3683395,(2014 QP266),0.319561887,0.714562102,Earth,False,19.6,False
3709711,(2015 BP515),0.16238839,0.363111479,Earth,False,21.07,True
3727233,(2015 RV36),0.063760979,0.142573883,Earth,False,23.1,False
3744790,(2016 DL),0.139493823,0.311917671,Earth,False,21.4,True
3781727,(2017 SJ12),0.076657557,0.171411509,Earth,False,22.7,False
3835878,(2018 VG),0.008801465,0.019680675,Earth,False,27.4,False
54106593,(2021 BZ2),0.046190746,0.103285648,Earth,False,23.8,False
2138947,138947 (2001 BA40),0.457672667,1.023387195,Earth,False,18.82,False
3026912,(2000 AG6),0.023150212,0.051765448,Earth,False,25.3,False
3273787,(2005 ER70),0.030517923,0.068240151,Earth,False,24.7,False
3395989,(2007 WB5),0.400456158,0.895447192,Earth,False,19.11,False
3746217,(2016 EE85),0.073207399,0.163696721,Earth,False,22.8,False
3827311,(2018 RY1),0.034399726,0.076920125,Earth,False,24.44,False
