id,relative_velocity,miss_distance
54268434,83371.33499,42163430.33
54268434,56161.71691,52900.02088
54268433,70279.91022,62102690.86
54268433,21809.32773,42842174.01
54268433,22942.93976,32002388.87
54268433,20258.32429,40527595.87
54268433,74447.96771,68013526.99
54268433,22942.18512,11408271.98
54268433,24158.80546,53756863.97
54268433,48984.68752,31089508.97
54268433,41489.22688,20016826.83
54268433,24655.72005,54698551.77
54268433,29612.49386,283070.1817
54268432,48012.0723,13119667.23
54268431,15150.55823,1159719.22
54268431,16917.48847,3165015.761
54268430,73629.39226,2816650.418
54268093,62362.44593,36136650.62
54268093,37775.63034,640216.4115
54268092,44959.50826,16409973.82
54268091,47328.69344,5221469.838
54268090,17712.39767,23420706.38
54268089,70118.65948,67937672.6
54268089,51379.48178,42610833.77
54268089,33020.33375,18730030.65
54268089,16249.06848,14425137.12
54268088,57630.2384,11799217.83
54268087,32723.90654,35685009.02
54267693,38536.21541,766598.951
54267692,52699.14897,39537236.7
54266174,117349.4431,55097641.66
54266174,96471.90439,27593292.33
54266174,69990.47063,12223612.31
54266173,83228.33009,6900331.739
54266172,119008.6501,61691596.91
54266172,101117.7526,45516952.81
54266172,83513.32309,37765826.82
54266172,66416.8351,44176238.12
54266172,52943.73504,60093802.71
54266172,57460.37758,73164884.35
54266172,57262.22824,54008222.86
54266172,64753.55101,30751651.97
54266172,79872.98333,6105717.356
54266171,44858.78574,32244320.07
54266170,44501.19399,5628852.558
54266169,15793.15736,20342248.26
54266168,71968.58526,65545389.27
54266168,28514.81297,400136.7532
54266167,71550.12504,15496648.77
54266166,61150.64911,74731340.17
54266166,51672.52474,61498307.43
54266166,42296.27414,48346522.66
54266166,33047.01601,35368515.72
54266166,24057.62798,22758227.83
54266166,15825.08312,11050077.9
54266166,9883.306916,2888482.812
54266166,8136.738579,3341823.21
54266166,6390.813838,5807687.926
54266166,8256.66116,1928576.471
54266166,6006.182134,9692348.878
54266166,6278.368979,9428456.815
54266166,7281.665518,13543821.48
54266166,8209.010168,11790578.67
54266166,6789.327623,12064134.14
54266166,8167.250442,13132975.33
54266166,6869.784934,10711468.96
54266166,6783.708106,11627199.62
54266166,7331.598317,11721985.86
54266166,7284.629286,12945402.67
54266166,6044.06662,7671509.612
54266166,9664.087505,663612.8452
54266165,54097.44564,51058309.12
54266165,35949.91709,26182551.08
54266165,21680.23641,10103382.58
54266164,30294.39904,22273228.1
54266164,24589.52748,50245825.09
54266164,30478.10428,305925.9387
54266163,74154.98575,74356602.16
54266163,35071.40421,21160922.19
54266162,8062.710582,25781839.57
54266161,22713.55808,10151028.72
54266061,39487.53792,7583395.718
54266060,28811.28802,29586314.87
54266060,21347.56158,4694057.431
54266059,30038.05409,6991227.495
54266058,39986.51074,22802210.44
54266057,92429.30251,36144524.87
54266057,69136.81074,3291016.363
54266056,37551.06869,35621732.55
54266056,39841.29748,36376084.45
54266056,75866.28507,68399006.25
54266056,38655.12075,65871988.69
54266056,40638.97453,2565548.598
54265974,22507.52847,5797322.903
54265973,17300.00939,10174504.22
54265895,55923.50593,39892581.56
54265895,26750.87069,4838185.659
54265894,38295.57003,50817345.66
54265894,35145.16091,24868819.97
54265894,25778.60467,43030126.48
54265894,20208.03273,35172511.05
54265894,22698.03376,4911551.97
54265894,44410.30075,35980873.07
54265894,30264.49615,46382125.31
54265894,38348.79669,50302319.24
54265894,69159.42282,66099573.32
54265894,15165.74375,31906483.15
54265894,19123.80583,1003273.792
54265893,32653.97012,10057852.69
54265892,28714.86549,34102289.25
54265891,58937.81574,52357202.6
54265891,42156.05978,29271961.53
54265891,37869.02574,24073731.36
54265891,18777.40151,31712105.97
54265891,23081.20579,25089257.13
54265891,22123.46941,37447607.02
54265891,20538.06424,10052253.27
54265890,54974.43987,65948029.8
54265890,48657.37796,40993059.81
54265890,57968.54252,70432138.65
54265890,47646.13927,44306584.94
54265889,35635.6228,22015498.79
54265888,37837.30696,6039477.08
54265887,50692.94812,11599483.17
54265887,88441.53905,62115088.56
54265887,63829.14503,27019500.84
54265887,32437.97594,61728163.21
54265887,39622.28847,47454876.41
54265887,39536.64381,14525572.18
54265886,35265.32487,26737161.95
54265886,66269.08064,68485276.8
54265886,50710.51578,47081946.52
54265886,21324.61859,10054098.47
54265886,18735.55847,4214058.618
54265885,21252.26695,72155542.09
54265885,19459.61603,52175901.99
54265884,21648.15698,14224484.93
54265883,54740.49475,57249267.73
54265883,22552.33901,34604833.3
54265883,40082.97956,34470497.39
54265883,21976.56587,26947874.9
54265883,28320.78328,13893943.14
54265883,21470.71405,22608568.06
54265883,22748.62612,1886878.024
54265882,29773.04106,9577058.856
54265881,72637.65656,54310639.44
54265881,61096.39173,37500868.68
54265881,45127.62462,15343503.65
54265881,33853.20312,2307298.289
54265880,59895.57862,58821245.93
54265880,17573.4305,3179874.63
54265880,21196.44884,6517107.325
54265880,29624.20008,40308897.56
54265880,44984.14074,38327979.88
54265880,64171.95963,63393807.78
54265880,15291.37362,2454061.114
54265879,65029.81353,44416133.83
54265879,62959.14703,40027025.87
54265879,31885.39748,72910150.2
54265879,39005.52258,2208367.153
54265878,66747.83664,53003313.86
54265878,50581.84,27103277.41
54265878,25361.15394,59270591.78
54265878,31050.08835,17563886.6
54265878,40289.9292,8154955.145
54265878,22645.59873,63671640.93
54265878,36837.37234,1488249.876
54265877,22277.51055,7977532.58
54265877,24750.51285,26664496.7
54265877,34501.32489,32830944.06
54265877,60480.68172,73147988.0
54265877,35224.46933,43138566.18
54265877,33894.15105,41127745.66
54265877,24846.51738,13747175.81
54265877,22224.09742,4457045.935
54265876,31755.81036,6771749.991
54265875,54223.5267,44086517.15
54265875,47081.88809,12069334.16
54265874,24726.19257,21731030.53
54265873,34437.80891,18927816.35
54265873,33980.96783,40858980.51
54265873,27136.03928,71461642.23
54265873,47485.26081,25888286.59
54265873,68526.88568,53708394.12
54265873,36406.96781,11265215.71
54265872,91997.44635,62907187.03
54265872,74830.37605,40259571.81
54265872,57619.49056,17764429.69
54265872,40844.11775,9427622.388
54265780,29996.68153,20240519.18
54265780,56583.55543,63468350.96
54265780,28820.35846,30067619.48
54265780,90965.43253,67610438.3
54265780,95301.68323,74267930.1
54265780,26702.58212,31732050.09
54265780,56463.81983,63908452.77
54265780,29824.10525,18299940.95
54265780,84170.64664,60341727.1
54265780,33204.12225,44848042.1
54265780,29813.27163,38706505.74
54265780,54837.30283,63325533.12
54265780,38191.99132,3846846.426
54265779,39465.57611,31947123.85
54265778,89245.44671,74532191.08
54265778,36289.89972,11794927.28
54265777,47951.73628,1321853.751
54265777,84421.22528,55762106.37
54265777,33620.93593,45990064.9
54265777,49302.66549,150258.4493
54265776,30351.84167,10721060.04
54265775,59099.85107,46675070.84
54265775,41080.22282,48713021.29
54265775,36104.533,26347079.04
54265775,45094.13085,28107870.21
54265775,41929.25752,48481664.93
54265775,49764.22453,40582141.84
54265775,39927.80205,46747925.57
54265775,63811.31319,57716249.49
54265775,31602.87135,11204870.77
54265775,23817.1131,10416648.75
54265774,43185.31256,13251421.53
54265773,56789.07723,59557103.28
54265773,56654.11476,68344837.76
54265773,49941.38716,47357842.01
54265773,50849.45105,56485068.19
54265773,44000.95289,35386578.97
54265773,64102.64743,71826033.29
54265773,45483.14011,44820890.97
54265773,39274.21778,23818255.99
54265773,41029.41081,33553411.41
54265773,35975.04471,12996094.46
54265773,37834.59737,22996598.47
54265773,34400.3829,5074575.022
54265772,48365.9442,49619915.2
54265772,38091.06486,18848333.47
54265771,46531.84739,42766098.06
54265771,56928.35571,9173637.383
54265770,33967.25112,6027725.987
54265634,38864.86917,4196116.911
54265633,59009.37712,30325747.64
54265632,34437.71367,1860387.921
54265631,84108.56526,74098265.92
54265631,79399.51135,68280281.69
54265631,56449.74316,39846361.44
54265631,49285.71442,58366683.17
54265631,43497.82032,24136339.73
54265631,56248.84488,62237012.33
54265631,70428.46202,57017766.79
54265631,31056.34081,13797032.3
54265631,38969.9137,55254580.49
54265631,26356.68927,15333366.36
54265630,18922.72171,19193891.97
54265629,54832.77565,11385763.92
54265628,27309.36478,73975143.54
54265628,24565.12156,68821910.14
54265628,20406.40621,61596287.99
54265628,11151.00683,36164921.98
54265628,14585.49207,51435378.33
54265628,13577.96948,15121299.98
54265627,27302.4912,1513267.92
54265626,26985.53241,69168639.7
54265626,57440.24664,66531390.43
54265626,18973.45251,52881417.91
54265626,26332.60015,68747413.92
54265626,20982.69857,54523921.75
54265626,60063.23452,70749321.83
54265626,9203.517549,1923147.848
54265625,74656.27926,62213421.26
54265625,60733.7458,43163666.91
54265625,46952.30054,24452618.67
54265625,24706.17091,42206998.34
54265625,32718.83033,38206885.35
54265625,26682.45328,45741434.76
54265625,35359.3765,40943891.06
54265625,27224.01228,45851571.39
54265625,34139.17041,40498296.69
54265625,26433.71044,42696586.26
54265625,33273.76524,9715527.901
54265625,20712.13418,18345857.8
54265625,20499.84768,34255425.76
54265625,26207.15106,31611852.54
54265625,28491.73725,36386560.19
54265625,24013.718,35717082.6
54265625,20281.28218,23172419.57
54265625,28657.16139,5317065.21
54265624,6079.053872,61096384.48
54265624,8122.211613,45631951.83
54265623,24688.26155,41342735.45
54265622,27497.81584,29958005.54
54265621,23722.06686,69257279.96
54265621,56147.28805,67992040.79
54265621,18129.27546,61910698.76
54265621,17976.23442,6320375.175
54265620,47150.80229,53861564.56
54265620,19206.84634,13892072.24
54264240,48551.69347,42542507.57
54264240,107016.9005,66628583.47
54264240,66643.38332,14844.5368
54264239,36631.52146,19784903.82
54264239,30991.69082,74510676.57
54264239,21140.41318,57650648.67
54264239,38192.02904,30177410.96
54264239,24153.63897,1492129.532
54264238,41442.84876,34612822.2
54264238,57030.86636,67350634.91
54264238,33375.75159,9261327.346
54264237,27818.36255,6894350.921
54264236,45382.61375,2928134.117
54264235,45300.79631,3612959.446
54264235,48114.94353,262934.5777
54264234,14154.36195,11216587.21
54264234,13755.81467,27892713.08
54264234,10572.27525,5657781.51
54264233,68836.10234,64249245.55
54264233,41876.54483,53338031.04
54264233,76616.75387,70188063.98
54264233,42299.77662,52524697.73
54264233,65363.5717,55413177.24
54264233,41275.88775,50736369.29
54264233,53746.69908,40036065.48
54264233,35336.93924,44846557.72
54264233,33065.20359,11561189.15
54264233,38922.01637,48175096.68
54264233,43198.0418,25655424.39
54264233,30962.34166,41203074.44
54264233,25886.62468,694956.6657
54264232,29347.54523,30552588.41
54264231,68149.1878,17004844.44
54264231,106065.4528,69783183.81
54264231,51519.78351,16970277.82
54264230,42575.86612,4131951.782
54264229,26652.73567,13486936.43
54264228,81432.12983,60745201.31
54264228,35502.95962,52227663.19
54264228,30198.6246,36900083.51
54264228,46454.76251,52252391.46
54264228,69645.21257,53393103.48
54264228,64865.83987,38416650.77
54264228,47066.57686,58060527.55
54264228,29031.06204,39411007.73
54264228,37224.97384,44767988.75
54264228,85934.47647,73493179.27
54264228,22901.98416,33979746.75
54264228,25562.83855,33744725.04
54264228,48611.88784,15794725.89
54264228,52996.25471,60176095.27
54264228,34878.81102,6453506.074
54264227,45911.95313,13990295.41
54264226,52108.76938,777120.3039
54264225,65789.94227,49106055.4
54264225,26400.39787,27694299.19
54262981,37360.12868,3068116.135
54262980,51208.43134,24360139.6
54262980,71259.08026,59299880.02
54262980,53316.64784,47622934.94
54262980,65127.28178,66838771.71
54262980,72702.31274,71229883.16
54262980,58294.09573,68287430.82
54262980,67698.88254,31516282.06
54262980,77826.28171,58002106.34
54262980,85302.10317,60385693.0
54262980,77815.99288,63863788.97
54262980,55304.65889,7000667.36
54262979,28366.78093,4413448.418
54262978,56112.4738,15530845.27
54262978,76012.83389,40861653.78
54262978,96465.89929,66216887.02
54262978,99186.78139,72487671.99
54262978,78877.44484,48986984.19
54262978,41639.54503,18420887.81
54262978,32691.71121,65117727.15
54262978,36707.6905,23407433.01
54262978,58889.64843,27591536.85
54262978,36775.51049,19936274.41
54262978,34134.2186,65726285.75
54262978,42814.42063,3780868.454
54262977,41622.15457,22114259.73
54262977,28628.11491,63403854.19
54262977,24894.4417,50760040.33
54262977,30268.59966,66411611.83
54262977,71267.08248,62887304.43
54262977,67843.5817,58519278.8
54262977,18928.16734,23354483.85
54262976,52830.72441,49515696.2
54262975,26299.57102,3344855.619
54262974,26728.55709,32474589.25
54262974,19805.0162,13269910.48
54262973,32981.10635,34450709.06
54262973,49057.2456,44452718.59
54262973,32835.0161,44448712.97
54262973,44177.78425,50989533.87
54262973,32651.53646,41710983.82
54262973,33116.46478,3141809.751
54262972,76373.4803,32438797.0
54262972,70710.22904,24060925.71
54262972,94567.61833,57810868.18
54262972,53216.8115,1578065.804
54262971,46486.25727,53739284.08
54262970,75123.86634,52181926.41
54262970,72894.14353,49457296.42
54262970,66025.02765,39542449.72
54262970,81564.10671,61468489.03
54262970,57269.63859,27387355.16
54262970,47715.34348,14417747.35
54262970,89944.13113,73174429.16
54262970,37624.76465,2700922.508
54260715,25777.49494,3451003.55
54260714,37074.201,42272394.2
54260714,14146.98144,29361294.62
54260714,51043.18612,59569625.51
54260714,60874.02107,74276575.4
54260714,14990.85112,24769415.43
54260714,28530.65077,26900059.03
54260714,11736.49741,16685954.38
54260714,13293.872,526366.4037
54260713,58219.6891,60645445.63
54260713,58325.58358,36164129.47
54260713,62070.24359,5942583.706
54260713,52399.64016,56068494.43
54260713,60541.33667,69858866.27
54260713,60665.12523,38258131.66
54260713,60441.77894,676903.3893
54258263,38319.51029,30615724.05
54258263,56874.00685,62744831.46
54258263,28689.57731,1273075.256
54257607,26896.22354,1740260.233
54257607,35311.27924,47758473.69
54257607,47009.04625,27295770.14
54257607,43785.22756,53679182.43
54257607,69581.71079,57152827.22
54257607,46833.13933,55976380.29
54257607,67190.01938,57848497.85
54257607,35158.70727,49688369.39
54257607,25701.9234,16573307.36
54257607,43930.10231,54761291.19
54257607,45851.1559,31940769.23
54257607,22139.05232,19115291.65
54257606,62415.86106,68606837.84
54257606,48368.70394,45746497.95
54257606,29551.90119,871653.1577
54257605,88454.26524,38744222.62
54257605,110076.7224,48742944.0
54257605,77011.38339,64308724.58
54257605,87286.87685,37888404.43
54257289,36581.58432,188527.3198
54257288,91934.04626,56350463.56
54256950,83387.45591,2957291.953
54256949,45566.75044,1326719.062
54256792,54653.17424,18822822.34
54256791,47727.53818,19733446.3
54256791,73250.62335,52521432.95
54256791,42748.60166,13181536.42
54256791,33587.3823,50285041.97
54256791,25860.99583,21575788.06
54256791,25113.73047,16438182.76
54256791,39640.84953,55238135.58
54256791,48794.45973,60280919.22
54256791,32531.97697,2901636.968
54256790,30602.97541,66111718.98
54256790,22292.61319,57316283.41
54256790,8239.170588,54329798.47
54256790,31495.50008,68903040.92
54256790,23598.50673,47771162.76
54256790,16977.00851,57755050.39
54256788,73823.80725,3118869.351
54256787,65336.79622,14155211.22
54256786,62576.01631,18543059.23
54256786,68099.77355,2061140.633
54256785,99352.23663,26385668.89
54256785,83684.92929,2880471.412
54256784,35208.11319,10100395.13
54256784,61395.68233,70636840.77
54256784,66421.33561,33360988.91
54256784,94071.89135,70865318.94
54256784,32429.539,19800417.03
54256784,23264.69395,51729189.74
54256784,32421.78335,29146704.21
54256784,61166.23356,30804688.77
54256784,60876.90565,69818739.45
54256784,39488.40475,59183991.4
54256784,40254.00003,3015016.102
54256783,48129.43256,23304488.09
54256783,31704.39234,10234956.93
54255810,46591.03819,74189760.0
54255810,70882.10628,68147402.22
54255810,49595.81104,37158305.37
54255810,53414.20053,25626806.8
54255809,34940.44606,26680906.03
54255809,62215.25848,65260852.16
54255809,54738.04828,57413825.91
54255809,22234.02998,40435858.18
54255809,41017.13285,31687581.57
54255809,23734.48954,22695611.85
54255809,26042.77508,3202417.578
54255808,29151.50124,17617035.68
54255808,19357.55973,38956407.35
54255808,57465.02235,56864732.13
54255808,68731.88096,72961216.51
54255808,17712.91043,35608853.07
54255808,17309.62007,1446585.687
54255807,42811.89016,57928882.85
54255807,18530.34085,21490758.07
54255807,15268.62999,17170626.89
54255806,59695.27099,59327985.38
54255062,47099.88575,7196802.21
54255062,47518.31549,9964825.631
54255061,68022.85322,39392844.34
54255061,60882.95086,28372965.7
54255061,33784.80207,23090519.44
54255061,28847.92404,72389291.77
54255061,34130.31466,45432146.84
54255061,30977.92617,50466941.6
54255061,43186.48574,10062577.26
54255060,12627.12929,53106235.35
54255060,12683.14749,38927784.86
54255059,98650.79496,56699522.08
54255059,113079.3891,34694906.28
54255058,59361.50557,64156990.6
54255058,69527.39747,14360118.07
54255058,60106.22037,59790747.58
54255057,25444.66979,11114846.8
54255056,44199.98351,801699.8173
54255054,55132.3616,72922024.07
54255054,52143.54695,70466494.85
54255054,24274.60348,47170735.7
54255054,40681.57499,63252389.32
54255053,61825.56658,38787804.01
54254977,15712.26827,39626607.93
54254976,70374.64321,74143131.45
54254976,29427.51506,14251457.23
54254975,9941.597612,9335863.991
54254975,9267.531308,18482403.99
54254975,57967.44683,62177629.32
54254975,23283.65205,15289368.34
54254975,17448.88902,26410849.83
54254975,35545.52544,31767659.53
54254975,50226.00219,51219665.42
54254975,14811.22645,22850991.15
54254975,10718.27127,2705907.812
54254974,43193.98618,17141782.01
54254973,46657.04627,22314098.01
54254973,44324.05551,15190390.23
54254972,82339.87085,3695599.269
54254971,21996.08568,5651028.468
54254970,51995.89098,58701390.02
54254970,68552.61666,32013338.97
54254970,59348.28362,52524671.78
54254970,60376.75729,61066446.05
54254970,51979.29263,57202564.71
54254969,65439.1471,74173006.79
54254969,11724.8321,1261243.081
54254969,13611.77242,21145412.87
