,id,miss_distance,name,est_diameter_min,est_diameter_max,relative_velocity,orbiting_body,sentry_object,absolute_magnitude,hazardous,year
48,2004055,35818854.81,4055 Magellan (1985 DO2),2.996090839,6.699462782,44338.63282,Earth,False,14.74,False,055
49,2004179,1549413.847,4179 Toutatis (1989 AC),2.304384666,5.152760759,39593.86657,Earth,False,15.31,True,179
50,2004183,18224809.67,4183 Cuno (1959 LM),3.967847541,8.872376825,51827.19209,Earth,False,14.13,True,183
51,2004197,27910634.08,4197 Morpheus (1982 TA),2.745079817,6.138185073,103877.5116,Earth,False,14.93,False,197
52,2004257,43714415.2,4257 Ubasti (1987 QA),1.63137941,3.647875257,80532.75259,Earth,False,16.06,False,257
53,2004341,55950844.07,4341 Poseidon (1987 KF),1.638909515,3.664713084,72919.57284,Earth,False,16.05,False,341
54,2004401,50400254.27,4401 Aditi (1985 TB),1.661709017,3.715694322,59742.92064,Earth,False,16.02,False,401
55,2004450,6106482.354,4450 Pan (1987 SY),0.983003302,2.198062205,63407.28158,Earth,False,17.16,True,450
56,2004486,28267949.13,4486 Mithra (1987 SB),2.082355991,4.656289548,81489.49168,Earth,False,15.53,True,486
57,2004487,51861138.23,4487 Pocahontas (1987 UA),0.844413128,1.888165155,34385.0707,Earth,False,17.49,False,487
58,2004544,28988138.59,4544 Xanthus (1989 FB),0.880146521,1.968067451,31846.60882,Earth,False,17.4,False,544
59,2004581,10542848.84,4581 Asclepius (1989 FC),0.184737464,0.413085527,45975.85716,Earth,False,20.79,True,581
60,2004660,4341920.575,4660 Nereus (1982 DB),0.490405098,1.096579137,19507.85414,Earth,False,18.67,True,660
61,2004688,25448430.02,4688 (1980 WF),0.337718597,0.755161741,25692.76738,Earth,False,19.48,False,688
62,2004769,16980328.31,4769 Castalia (1989 PB),0.848310762,1.89688053,43400.46818,Earth,False,17.48,True,769
63,2004947,42469481.22,4947 Ninkasi (1988 TJ1),0.667659414,1.492931834,31220.62141,Earth,False,18.0,False,947
64,2004953,15981659.25,4953 (1990 MU),2.63363131,5.888978636,84339.11591,Earth,False,15.02,True,953
65,2004954,42860858.47,4954 Eric (1990 SQ),8.101304882,18.11506842,32852.59879,Earth,False,12.58,False,954
66,2005011,29643353.79,5011 Ptah (6743 P-L),1.420872067,3.17716653,36433.187,Earth,False,16.36,True,011
67,2005131,41821685.2,5131 (1990 BG),2.83501249,6.339280645,98432.26391,Earth,False,14.86,False,131
68,2005143,21993468.02,5143 Heracles (1991 VL),3.967847541,8.872376825,98579.83979,Earth,False,14.13,False,143
69,2005189,9129063.725,5189 (1990 UQ),0.718712133,1.607089186,50304.87449,Earth,False,17.84,True,189
70,2005381,19222358.47,5381 Sekhmet (1991 JY),1.272198785,2.844722965,83321.99873,Earth,False,16.6,False,381
71,2005496,36032449.02,5496 (1973 NA),1.565146436,3.499773826,126386.8024,Earth,False,16.15,False,496
72,2005587,44577888.56,5587 (1990 SB),4.576726672,10.23387195,39643.36305,Earth,False,13.82,False,587
73,2005604,5025975.79,5604 (1992 FE),0.934447651,2.089488469,42996.69235,Earth,False,17.27,True,604
74,2005620,40282481.21,5620 Jasonwheeler (1990 OA),1.038855101,2.322950625,18843.49088,Earth,False,17.04,False,620
75,2005645,21250925.87,5645 (1990 SP),0.95182033,2.12833496,53936.26536,Earth,False,17.23,False,645
76,2005646,66457013.14,5646 (1990 TR),2.241583786,5.012333723,16479.01509,Earth,False,15.37,False,646
77,2005653,57967340.93,5653 Camarillo (1992 WD5),1.480999721,3.31161605,4118.994917,Earth,False,16.27,False,653
78,2005660,28033970.12,5660 (1974 MA),2.130860293,4.764748465,115828.9194,Earth,False,15.48,False,660
79,2005693,10256208.49,5693 (1993 EA),1.187284988,2.654849942,73394.42818,Earth,False,16.75,True,693
80,2005731,32138512.97,5731 Zeus (1988 VP4),2.101623793,4.699373665,64658.8125,Earth,False,15.51,False,731
81,2005786,44238901.48,5786 Talos (1991 RC),0.992098919,2.218400624,94539.05,Earth,False,17.14,False,786
82,2005797,28399131.47,5797 Bivoj (1980 AA),0.46190746,1.032856481,33592.79447,Earth,False,18.8,False,797
83,2005828,60993869.47,5828 (1991 AM),1.646474378,3.681628631,98504.81385,Earth,False,16.04,False,828
84,2005836,68220936.06,5836 (1993 MF),2.658,5.943468684,59702.80547,Earth,False,15.0,False,836
85,2005869,46780567.27,5869 Tanith (1988 VN4),0.96506147,2.157943048,33410.64786,Earth,False,17.2,False,869
86,2005879,29733441.97,5879 Almeria (1992 CH1),0.780827278,1.745982871,42386.84399,Earth,False,17.66,False,879
87,2006037,24939429.6,6037 (1988 EG),0.466181437,1.042413384,71396.63605,Earth,False,18.78,True,037
88,2006047,32436118.46,6047 (1991 TB1),0.718712133,1.607089186,62491.84172,Earth,False,17.84,False,047
89,2006053,36683873.48,6053 (1993 BW3),2.783267681,6.223575734,59516.61558,Earth,False,14.9,False,053
90,2006063,11823176.45,6063 Jason (1984 KB),1.700415193,3.802243961,87253.40701,Earth,False,15.97,False,063
91,2006239,8433665.013,6239 Minos (1989 QF),0.532788665,1.191351672,42003.85,Earth,False,18.49,True,239
92,2006455,54728220.5,6455 (1992 HE),4.174024334,9.33340215,71441.25505,Earth,False,14.02,False,455
93,2006456,50259639.9,6456 Golombek (1992 OM),1.708263953,3.819794322,16398.31549,Earth,False,15.96,False,456
94,2006489,13802581.16,6489 Golevka (1991 JX),0.384197891,0.859092601,44507.44898,Earth,False,19.2,True,489
95,2006491,38538900.35,6491 (1991 OA),0.483676488,1.081533507,54072.4233,Earth,False,18.7,True,491
96,2006569,39168389.22,6569 Ondaatje (1993 MO),1.220548318,2.729229009,41266.11614,Earth,False,16.69,False,569
97,2006611,12897410.76,6611 (1993 VW),1.118291378,2.50057554,47987.46729,Earth,False,16.88,False,611
98,2007025,35765937.22,7025 (1993 QA),0.63760979,1.425738833,30633.33052,Earth,False,18.1,False,025
99,2007088,45026894.3,7088 Ishtar (1992 AA),1.133848361,2.535362011,17393.87294,Earth,False,16.85,False,088
100,2007092,61487529.52,7092 Cadmus (1992 LC),2.63363131,5.888978636,109865.9833,Earth,False,15.02,False,092
101,2007236,60751100.55,7236 (1987 PA),0.58150704,1.30028927,39084.92493,Earth,False,18.3,False,236
102,2007335,4024690.663,7335 (1989 JA),0.791689667,1.770271912,47216.03984,Earth,False,17.63,True,335
103,2007336,28464486.74,7336 Saunders (1989 RS1),0.46190746,1.032856481,19055.51744,Earth,False,18.8,False,336
104,2007341,9570839.699,7341 (1991 VK),1.067959975,2.388031102,31361.77482,Earth,False,16.98,True,341
105,2007350,21349845.75,7350 (1993 VA),0.956213733,2.138158908,32417.54242,Earth,False,17.22,False,350
106,2007480,74035215.43,7480 Norwan (1994 PC),1.02933082,2.301653685,24889.1853,Earth,False,17.06,False,480
107,2007482,1981474.188,7482 (1994 PC1),1.283970296,2.871044863,70399.64629,Earth,False,16.58,True,482
108,2007753,9902355.894,7753 (1988 XB),0.680072129,1.52068751,41455.57879,Earth,False,17.96,True,753
109,2007822,21754927.08,7822 (1991 CS),0.917392059,2.051351006,74560.05421,Earth,False,17.31,True,822
110,2007839,70739092.08,7839 (1994 ND),0.732073989,1.636967205,91059.26855,Earth,False,17.8,False,839
111,2007888,18846580.22,7888 (1993 UC),2.538370294,5.675968529,78780.412,Earth,False,15.1,False,888
112,2007889,38246911.59,7889 (1994 LX),2.446554962,5.470663205,86324.71593,Earth,False,15.18,False,889
113,2008013,67276453.54,8013 Gordonmoore (1990 KA),1.010543415,2.259643771,14149.15082,Earth,False,17.1,False,013
114,2008014,8181493.538,8014 (1990 MF),0.443154309,0.99092316,27516.95957,Earth,False,18.89,True,014
115,2008035,48784498.37,8035 (1992 TB),1.010543415,2.259643771,77352.88539,Earth,False,17.1,False,035
116,2008176,38166548.14,8176 (1991 WA),1.038855101,2.322950625,108563.846,Earth,False,17.04,False,176
117,2008201,46640128.98,8201 (1994 AH2),1.716148941,3.837425691,91815.73688,Earth,False,15.95,False,201
118,2008507,47523601.49,8507 (1991 CB1),0.900647767,2.013909631,65064.96641,Earth,False,17.35,False,507
119,2008566,29053282.4,8566 (1996 EN),1.407845434,3.148038092,76334.17679,Earth,False,16.38,True,566
120,2008567,20207020.66,8567 (1996 HW1),2.272767323,5.082062231,22982.95401,Earth,False,15.34,False,567
121,2009162,15854486.31,9162 Kwiila (1987 OA),0.667659414,1.492931834,69653.81732,Earth,False,18.0,False,162
122,2009202,58636178.61,9202 (1993 PB),1.772372393,3.963145151,114927.3055,Earth,False,15.88,False,202
123,2009400,52574426.65,9400 (1994 TW1),2.861244538,6.397937287,84216.39569,Earth,False,14.84,False,400
124,2009856,34382907.31,9856 (1991 EE),1.077841687,2.410127282,44217.02184,Earth,False,16.96,True,856
125,2009950,62237039.0,9950 ESA (1990 VB),1.52249185,3.404395273,21511.6668,Earth,False,16.21,False,950
126,2010115,16435872.41,10115 (1992 SK),1.019893859,2.280551998,51738.25018,Earth,False,17.08,True,0115
127,2010145,14869695.15,10145 (1994 CK1),1.063053145,2.377059096,55110.76811,Earth,False,16.99,False,0145
128,2010165,57243598.69,10165 (1995 BL2),0.876102615,1.959025002,78498.15249,Earth,False,17.41,False,0165
129,2010302,31731387.63,10302 (1989 ML),0.330031183,0.737972161,5307.475733,Earth,False,19.53,False,0302
130,2010563,32296493.88,10563 Izhdubar (1993 WD),1.087814834,2.432427915,127702.7129,Earth,False,16.94,False,0563
131,2010636,20368234.62,10636 (1998 QK56),0.784431412,1.754041962,51966.25972,Earth,False,17.65,False,0636
132,2011054,30224863.46,11054 (1991 FA),1.019893859,2.280551998,25347.63205,Earth,False,17.08,False,1054
133,2011066,20450434.57,11066 Sigurd (1992 CC1),2.368944994,5.297122041,79466.57568,Earth,False,15.25,False,1066
134,2011284,36574781.37,11284 Belenus (1990 BA),0.617383441,1.380511341,7366.394278,Earth,False,18.17,False,1284
135,2011398,30397789.11,11398 (1998 YP11),1.440638367,3.221365319,34596.04168,Earth,False,16.33,False,1398
136,2011405,23018068.55,11405 (1999 CV3),2.325706875,5.200438667,49761.07157,Earth,False,15.29,False,1405
137,2011500,10623939.37,11500 Tomaiyowit (1989 UR),0.576175751,1.288368146,48515.11355,Earth,False,18.32,True,1500
138,2011885,15268302.81,11885 Summanus (1990 SS),0.52547853,1.175005715,58393.57363,Earth,False,18.52,False,1885
139,2012538,27949048.39,12538 (1998 OH),1.740022951,3.8908096,67199.20067,Earth,False,15.92,True,2538
140,2012711,51704639.91,12711 Tukmit (1991 BB),1.669379118,3.732845188,79688.39472,Earth,False,16.01,False,2711
141,2012923,32520054.91,12923 Zephyr (1999 GK4),1.822027706,4.074177807,52864.17896,Earth,False,15.82,True,2923
142,2013553,29910660.24,13553 Masaakikoyama (1992 JE),1.350687798,3.020229733,15079.43162,Earth,False,16.47,False,3553
143,2013651,29925074.38,13651 (1997 BR),0.728710415,1.629446024,36794.71653,Earth,False,17.81,True,3651
144,2014402,16904962.03,14402 (1991 DB),0.497227313,1.111834072,35594.97357,Earth,False,18.64,False,4402
145,2015745,45657097.71,15745 Yuliya (1991 PM5),0.913177026,2.041925905,26088.13694,Earth,False,17.32,False,5745
146,2015817,53532646.19,15817 Lucianotesi (1994 QC),0.555334912,1.241766613,29132.21539,Earth,False,18.4,False,5817
147,2016636,35661492.9,16636 (1993 QP),0.485909038,1.086525639,15687.20135,Earth,False,18.69,False,6636
148,2016816,57108355.91,16816 (1997 UF9),1.550797087,3.467687706,67927.27809,Earth,False,16.17,False,6816
149,2016834,37205391.6,16834 (1997 WU22),1.961349444,4.385710684,64789.63092,Earth,False,15.66,False,6834
150,2016960,38473555.28,16960 (1998 QS52),3.439972547,7.692012455,103209.943,Earth,False,14.44,True,6960
151,2017181,40403765.57,17181 (1999 UM3),1.272198785,2.844722965,86942.39322,Earth,False,16.6,False,7181
152,2017182,24978799.9,17182 (1999 VU),1.001278698,2.238927233,69283.05391,Earth,False,17.12,False,7182
153,2017188,15071956.59,17188 (1999 WC2),1.407845434,3.148038092,73350.61507,Earth,False,16.38,False,7188
154,2017274,29070550.5,17274 (2000 LC16),1.123453177,2.512117673,19420.02617,Earth,False,16.87,False,7274
155,2017511,30760190.63,17511 (1992 QN),0.917392059,2.051351006,55455.53837,Earth,False,17.31,False,7511
156,2018109,30715713.61,18109 (2000 NG11),0.96506147,2.157943048,7945.997639,Earth,False,17.2,False,8109
157,2018172,54963235.37,18172 (2000 QL7),2.007035141,4.487867009,31534.39043,Earth,False,15.61,False,8172
158,2018736,40589697.2,18736 (1998 NU),1.724070324,3.855138443,13142.85093,Earth,False,15.94,False,8736
159,2018882,72741683.28,18882 (1999 YN4),1.638909515,3.664713084,65649.50924,Earth,False,16.05,False,8882
160,2019356,21794141.16,19356 (1997 GH3),1.181829909,2.642652014,29134.61031,Earth,False,16.76,False,9356
161,2019764,68760195.71,19764 (2000 NF5),1.586919792,3.548460529,5252.527722,Earth,False,16.12,False,9764
162,2020086,66267563.41,20086 (1994 LW),1.214940408,2.716689341,40322.58899,Earth,False,16.7,False,0086
163,2020255,57744559.12,20255 (1998 FX2),0.584191154,1.306291133,56063.80035,Earth,False,18.29,False,0255
164,2020425,14891803.16,20425 (1998 VD35),0.22108281,0.494356193,40625.28895,Earth,False,20.4,True,0425
165,2020429,22195549.51,20429 (1998 YN1),0.749126183,1.675097069,33945.14071,Earth,False,17.75,False,0429
166,2020460,73700478.37,20460 Robwhiteley (1999 LO28),2.304384666,5.152760759,85008.91988,Earth,False,15.31,False,0460
167,2020790,40374852.1,20790 (2000 SE45),1.407845434,3.148038092,20431.90061,Earth,False,16.38,False,0790
168,2020826,50411683.29,20826 (2000 UV13),4.53476699,10.14004725,79031.68759,Earth,False,13.84,False,0826
169,2021088,62966838.67,21088 Chelyabinsk (1992 BL2),3.65220357,8.166575449,69015.09801,Earth,False,14.31,False,1088
170,2021374,18091929.72,21374 (1997 WS22),0.86011194,1.923268766,45135.64126,Earth,False,17.45,False,1374
171,2022099,26516665.7,22099 (2000 EX106),0.67383719,1.506745763,26677.39313,Earth,False,17.98,False,2099
172,2022753,11882307.52,22753 (1998 WT),0.770113926,1.722027088,59021.42142,Earth,False,17.69,True,2753
173,2022771,9746742.529,22771 (1999 CU3),1.082816778,2.421251924,54988.92223,Earth,False,16.95,False,2771
174,2023183,42004569.71,23183 (2000 OY21),1.638909515,3.664713084,84211.503,Earth,False,16.05,False,3183
175,2023187,3043004.188,23187 (2000 PN9),1.669379118,3.732845188,112710.9252,Earth,False,16.01,True,3187
176,2023548,69545452.37,23548 (1994 EF2),1.015207872,2.270073813,42909.7474,Earth,False,17.09,False,3548
177,2023606,54359233.85,23606 (1996 AS1),0.589596608,1.318378096,47600.24149,Earth,False,18.27,False,3606
178,2024443,65171803.28,24443 (2000 OG),1.38852907,3.10484539,96258.67896,Earth,False,16.41,False,4443
179,2024445,47237896.89,24445 (2000 PM8),3.065878759,6.855513317,76362.92223,Earth,False,14.69,False,4445
180,2024475,30086131.62,24475 (2000 VN2),1.460679643,3.266178975,30279.94203,Earth,False,16.3,False,4475
181,2024761,27224693.15,24761 Ahau (1993 BW2),0.930154254,2.079888141,42799.29844,Earth,False,17.28,False,4761
182,2025143,1929343.504,25143 Itokawa (1998 SF36),0.421264611,0.941976306,22027.77344,Earth,False,19.0,True,5143
183,2025330,27146852.52,25330 (1999 KV4),1.170994827,2.618424035,40662.99221,Earth,False,16.78,False,5330
184,2025916,50419139.76,25916 (2001 CP44),4.704949611,10.52058716,31261.97466,Earth,False,13.76,False,5916
185,2026310,46716827.94,26310 (1998 TX6),0.419329076,0.937648318,38982.42792,Earth,False,19.01,False,6310
186,2026379,27161542.8,26379 (1999 HZ1),0.667659414,1.492931834,46439.00436,Earth,False,18.0,False,6379
187,2026663,8995868.484,26663 (2000 XK47),0.589596608,1.318378096,54040.42642,Earth,False,18.27,True,6663
188,2026760,42269311.04,26760 (2001 KP41),2.28325794,5.105519964,23636.52053,Earth,False,15.33,False,6760
189,2026817,27073974.88,26817 (1987 QB),0.417402433,0.933340215,31941.13079,Earth,False,19.02,False,6817
190,2027002,11626075.52,27002 (1998 DV9),0.600558028,1.342888574,31156.82517,Earth,False,18.23,True,7002
191,2027346,68350433.45,27346 (2000 DN8),1.813656249,4.055458661,72551.33953,Earth,False,15.83,False,7346
192,2029075,7789954.773,29075 (1950 DA),0.930154254,2.079888141,53035.51046,Earth,False,17.28,True,9075
193,2030825,19530219.73,30825 (1990 TG1),3.051792326,6.824015094,52269.55483,Earth,False,14.7,False,0825
194,2030997,71134805.12,30997 (1995 UO5),1.034081995,2.312277636,94951.35924,Earth,False,17.05,False,0997
195,2031221,44403136.02,31221 (1998 BP26),0.960627415,2.148028201,37734.7836,Earth,False,17.21,False,1221
196,2031345,53856226.05,31345 (1998 PG),0.799015081,1.786652037,12701.48215,Earth,False,17.61,False,1345
197,2031662,19293421.29,31662 (1999 HP11),0.35200998,0.787118244,68478.06355,Earth,False,19.39,False,1662
198,2031669,28520726.1,31669 (1999 JT6),1.780553292,3.981438198,49188.81003,Earth,False,15.87,True,1669
199,2032906,72790891.06,32906 (1994 RH),1.740022951,3.8908096,27312.52087,Earth,False,15.92,False,2906
200,2033342,1867809.831,33342 (1998 WT24),0.661538275,1.479244553,31969.34567,Earth,False,18.02,True,3342
201,2035107,6846725.377,35107 (1991 VH),1.181829909,2.642652014,28214.99713,Earth,False,16.76,True,5107
202,2035396,9516558.516,35396 (1997 XF11),1.038855101,2.322950625,57434.79422,Earth,False,17.04,True,5396
203,2035432,34457732.93,35432 (1998 BG9),0.35200998,0.787118244,32042.12933,Earth,False,19.39,False,5432
204,2035670,21111025.45,35670 (1998 SU27),0.366906138,0.820427065,57263.52796,Earth,False,19.3,False,5670
205,2036017,22826932.12,36017 (1999 ND43),0.389542616,0.87104377,21773.07784,Earth,False,19.17,False,6017
206,2036236,36612083.32,36236 (1999 VV),1.764229081,3.944936153,127641.4111,Earth,False,15.89,False,6236
207,2036284,51302372.21,36284 (2000 DM8),2.621530873,5.861921237,109370.5976,Earth,False,15.03,False,6284
208,2037638,60223974.88,37638 (1993 VB),0.366906138,0.820427065,77310.24315,Earth,False,19.3,True,7638
209,2037655,3745564.479,37655 Illapa (1994 PM),0.728710415,1.629446024,95025.12532,Earth,False,17.81,True,7655
210,2038071,12161896.23,38071 (1999 GU3),0.337718597,0.755161741,34901.98524,Earth,False,19.48,True,8071
211,2038086,57606760.1,38086 Beowulf (1999 JB),0.904804968,2.023205415,71438.521,Earth,False,17.34,False,8086
212,2038091,64727024.0,38091 (1999 JT3),1.557955241,3.483693825,12279.22614,Earth,False,16.16,False,8091
213,2038239,13806561.34,38239 (1999 OR3),0.608912622,1.361570015,55860.46348,Earth,False,18.2,False,8239
214,2039565,26900232.69,39565 (1992 SL),0.547715431,1.224728936,29494.62589,Earth,False,18.43,False,9565
215,2039572,32956410.07,39572 (1993 DQ1),1.295850727,2.897610314,49756.56064,Earth,False,16.56,True,9572
216,2040263,43975415.71,40263 (1999 FQ5),0.763053479,1.706239449,48040.0771,Earth,False,17.71,False,0263
217,2040267,28336216.31,40267 (1999 GJ4),2.034955781,4.550299458,122479.7202,Earth,False,15.58,False,0267
218,2040329,39492866.09,40329 (1999 ML),0.732073989,1.636967205,11709.89614,Earth,False,17.8,False,0329
219,2041429,12624266.09,41429 (2000 GE2),0.196134944,0.438571068,49418.13794,Earth,False,20.66,True,1429
220,2041440,35426766.97,41440 (2000 HZ23),0.291443905,0.651688382,27955.08724,Earth,False,19.8,False,1440
221,2042286,25373409.94,42286 (2001 TN41),1.226182113,2.741826558,55803.44082,Earth,False,16.68,False,2286
222,2052340,15744878.94,52340 (1992 SY),0.732073989,1.636967205,28564.54336,Earth,False,17.8,False,2340
223,2052381,26257073.72,52381 (1993 HA),0.257368254,0.575492912,7962.633017,Earth,False,20.07,False,2381
224,2052387,13363036.39,52387 Huitzilopochtli (1993 OM7),0.766575574,1.714115092,48397.63818,Earth,False,17.7,False,2387
225,2052689,44019285.28,52689 (1998 FF2),0.464039528,1.037623929,34055.70633,Earth,False,18.79,False,2689
226,2052750,31059687.25,52750 (1998 KK17),1.289896833,2.884297004,42725.95277,Earth,False,16.57,False,2750
227,2052760,8416091.407,52760 (1998 ML14),0.836671502,1.870854353,37283.48991,Earth,False,17.51,True,2760
228,2052762,31012454.78,52762 (1998 MT24),2.887719308,6.457136672,96052.46783,Earth,False,14.82,False,2762
229,2052768,6290365.244,52768 (1998 OR2),1.677084622,3.750075218,31325.70484,Earth,False,16.0,True,2768
230,2053110,63436719.36,53110 (1999 AR7),1.203801767,2.691782583,74756.12319,Earth,False,16.72,False,3110
231,2053319,47186702.4,53319 (1999 JM8),2.368944994,5.297122041,67363.68858,Earth,False,15.25,True,3319
232,2053409,21866930.86,53409 (1999 LU7),0.488151892,1.091540813,50116.55285,Earth,False,18.68,False,3409
233,2053426,58174128.88,53426 (1999 SL5),0.934447651,2.089488469,50598.49177,Earth,False,17.27,True,3426
234,2053429,24633483.63,53429 (1999 TF5),0.4411182,0.986370281,69971.54304,Earth,False,18.9,True,3429
235,2053430,43586393.78,53430 (1999 TY16),1.254743564,2.805691903,111851.0437,Earth,False,16.63,False,3430
236,2053435,62735365.23,53435 (1999 VM40),2.996090839,6.699462782,37772.76255,Earth,False,14.74,False,3435
237,2053550,20595549.54,53550 (2000 BF19),0.39314701,0.879103439,33421.51696,Earth,False,19.15,True,3550
238,2053789,24798104.58,53789 (2000 ED104),0.908981358,2.032544107,77669.60582,Earth,False,17.33,True,3789
239,2054071,30814678.06,54071 (2000 GQ146),0.95182033,2.12833496,51027.36849,Earth,False,17.23,False,4071
240,2054509,1731313.952,54509 YORP (2000 PH5),0.076657557,0.171411509,25300.90765,Earth,False,22.7,False,4509
241,2054660,16653369.68,54660 (2000 UJ1),0.712122941,1.592355304,90904.82392,Earth,False,17.86,False,4660
242,2054686,72757187.85,54686 (2001 DU8),1.278070988,2.85785361,67781.34375,Earth,False,16.59,False,4686
